path,noisy_labels_1,noisy_labels_5,noisy_labels_25,noisy_labels_50
train/n03445777/n03445777_4147.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_10587.jpeg,n03445777,n03445777,n03425413,n03445777
train/n03445777/ILSVRC2012_val_00017247.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_12197.jpeg,n03445777,n03445777,n03445777,n03888257
train/n03445777/n03445777_9587.jpeg,n03445777,n03445777,n03888257,n03445777
train/n03445777/n03445777_487.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_4348.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_6574.jpeg,n01440764,n03445777,n03445777,n02979186
train/n03445777/n03445777_19159.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_9966.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_5588.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/ILSVRC2012_val_00006468.jpeg,n03445777,n03445777,n03445777,n01440764
train/n03445777/n03445777_16399.jpeg,n03445777,n03445777,n01440764,n02102040
train/n03445777/n03445777_4914.jpeg,n03445777,n03445777,n03445777,n03028079
train/n03445777/n03445777_13366.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_5224.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_9245.jpeg,n03445777,n03445777,n03445777,n03028079
train/n03445777/n03445777_5505.jpeg,n03888257,n03445777,n03394916,n03445777
train/n03445777/n03445777_15656.jpeg,n03445777,n03445777,n03445777,n03888257
train/n03445777/n03445777_4985.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_14914.jpeg,n03445777,n03445777,n03445777,n03417042
train/n03445777/n03445777_8015.jpeg,n03445777,n03445777,n03445777,n03394916
train/n03445777/n03445777_819.jpeg,n03445777,n03445777,n03445777,n03028079
train/n03445777/n03445777_806.jpeg,n03445777,n03445777,n03394916,n03445777
train/n03445777/n03445777_16559.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_5289.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_4354.jpeg,n03445777,n03445777,n02979186,n03445777
train/n03445777/n03445777_16379.jpeg,n03445777,n03445777,n03417042,n03445777
train/n03445777/n03445777_8048.jpeg,n03445777,n03445777,n03445777,n03417042
train/n03445777/n03445777_7645.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_607.jpeg,n03445777,n03445777,n03445777,n03888257
train/n03445777/n03445777_18067.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_715.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_10633.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_2564.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_6537.jpeg,n03445777,n03445777,n02979186,n03028079
train/n03445777/n03445777_9017.jpeg,n03445777,n03445777,n03445777,n03417042
train/n03445777/n03445777_10084.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_1879.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_19809.jpeg,n03445777,n03445777,n03888257,n03394916
train/n03445777/n03445777_19926.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_13576.jpeg,n03445777,n01440764,n03445777,n03445777
train/n03445777/n03445777_17477.jpeg,n03445777,n03445777,n03445777,n03425413
train/n03445777/n03445777_14689.jpeg,n03445777,n03445777,n02102040,n03417042
train/n03445777/n03445777_11347.jpeg,n03445777,n03445777,n03445777,n03425413
train/n03445777/n03445777_18756.jpeg,n03445777,n03445777,n03445777,n03394916
train/n03445777/n03445777_3849.jpeg,n03445777,n03445777,n03445777,n01440764
train/n03445777/n03445777_6195.jpeg,n03445777,n03445777,n03445777,n03417042
train/n03445777/n03445777_11973.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_7758.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_15777.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_6038.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_6856.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/ILSVRC2012_val_00035519.jpeg,n03445777,n01440764,n03445777,n02979186
train/n03445777/n03445777_7563.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_4818.jpeg,n03445777,n03445777,n02979186,n03445777
train/n03445777/n03445777_4834.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_13099.jpeg,n03445777,n03445777,n03445777,n03028079
train/n03445777/n03445777_2925.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_16078.jpeg,n03445777,n02979186,n03394916,n03445777
train/n03445777/n03445777_7524.jpeg,n03445777,n03445777,n03445777,n03425413
train/n03445777/n03445777_6416.jpeg,n03445777,n03445777,n03445777,n01440764
train/n03445777/n03445777_2718.jpeg,n03445777,n03445777,n03445777,n02102040
train/n03445777/n03445777_14816.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_2526.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_8964.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_3608.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_19933.jpeg,n03445777,n03445777,n03888257,n03445777
train/n03445777/n03445777_1036.jpeg,n03445777,n03445777,n03000684,n03445777
train/n03445777/n03445777_3963.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_5213.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_939.jpeg,n03445777,n03445777,n03445777,n03394916
train/n03445777/n03445777_9257.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_1746.jpeg,n03445777,n03445777,n03417042,n03028079
train/n03445777/n03445777_6016.jpeg,n03445777,n03445777,n03425413,n03445777
train/n03445777/n03445777_14706.jpeg,n03445777,n03445777,n03445777,n01440764
train/n03445777/n03445777_3345.jpeg,n03445777,n03445777,n03445777,n01440764
train/n03445777/n03445777_4646.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_4416.jpeg,n03445777,n03445777,n03445777,n03000684
train/n03445777/n03445777_5825.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_3046.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_1297.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_14496.jpeg,n03445777,n03445777,n03417042,n03445777
train/n03445777/n03445777_2873.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_193.jpeg,n03445777,n03445777,n03445777,n03425413
train/n03445777/n03445777_5745.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_3325.jpeg,n03445777,n03445777,n01440764,n03425413
train/n03445777/n03445777_7538.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_6275.jpeg,n03445777,n03445777,n03000684,n02979186
train/n03445777/n03445777_3837.jpeg,n03445777,n03445777,n01440764,n02102040
train/n03445777/n03445777_5546.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_5117.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_585.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_10759.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_7283.jpeg,n03445777,n03445777,n02102040,n03888257
train/n03445777/n03445777_1403.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_14859.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_3168.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_3119.jpeg,n03445777,n03445777,n02979186,n03445777
train/n03445777/n03445777_1159.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_6848.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/ILSVRC2012_val_00012356.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_1976.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_3095.jpeg,n03445777,n03000684,n03028079,n03445777
train/n03445777/n03445777_3927.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_10698.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_16203.jpeg,n03445777,n03445777,n03445777,n03417042
train/n03445777/n03445777_3485.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_4173.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_4929.jpeg,n03445777,n03445777,n03028079,n03445777
train/n03445777/n03445777_20724.jpeg,n03445777,n03445777,n01440764,n01440764
train/n03445777/n03445777_9028.jpeg,n03445777,n03445777,n03000684,n01440764
train/n03445777/n03445777_5184.jpeg,n03445777,n03445777,n03417042,n02102040
train/n03445777/n03445777_3567.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/ILSVRC2012_val_00012634.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_16434.jpeg,n03445777,n03445777,n03445777,n03425413
train/n03445777/n03445777_4615.jpeg,n03445777,n03445777,n03445777,n03028079
train/n03445777/n03445777_8628.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_6534.jpeg,n03445777,n03445777,n03394916,n02979186
train/n03445777/n03445777_3495.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_8838.jpeg,n03445777,n03445777,n03445777,n03394916
train/n03445777/n03445777_2405.jpeg,n03445777,n03445777,n03425413,n03394916
train/n03445777/n03445777_6019.jpeg,n03445777,n03445777,n03028079,n02102040
train/n03445777/n03445777_2716.jpeg,n03445777,n03445777,n02979186,n03394916
train/n03445777/n03445777_8677.jpeg,n03445777,n03445777,n03445777,n03000684
train/n03445777/n03445777_2137.jpeg,n03445777,n03445777,n03417042,n03425413
train/n03445777/n03445777_12303.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_16036.jpeg,n03445777,n03445777,n03000684,n03000684
train/n03445777/n03445777_18068.jpeg,n03445777,n03445777,n01440764,n03445777
train/n03445777/ILSVRC2012_val_00036187.jpeg,n03445777,n03417042,n03445777,n03888257
train/n03445777/n03445777_5838.jpeg,n03445777,n01440764,n03445777,n03445777
train/n03445777/n03445777_14335.jpeg,n03445777,n03445777,n03417042,n03445777
train/n03445777/n03445777_6.jpeg,n03445777,n03445777,n02102040,n03445777
train/n03445777/n03445777_10786.jpeg,n03445777,n03445777,n03888257,n02102040
train/n03445777/ILSVRC2012_val_00011983.jpeg,n03445777,n03445777,n03445777,n03888257
train/n03445777/n03445777_6644.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_10039.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_5423.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_3836.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_7118.jpeg,n03445777,n03445777,n03445777,n03394916
train/n03445777/n03445777_3134.jpeg,n03445777,n03445777,n03425413,n03445777
train/n03445777/n03445777_8477.jpeg,n03445777,n03445777,n03425413,n03445777
train/n03445777/ILSVRC2012_val_00036755.jpeg,n03445777,n01440764,n03445777,n03445777
train/n03445777/n03445777_755.jpeg,n03445777,n03445777,n03417042,n03445777
train/n03445777/ILSVRC2012_val_00003793.jpeg,n03445777,n03445777,n02979186,n03417042
train/n03445777/n03445777_3503.jpeg,n03445777,n01440764,n03445777,n03445777
train/n03445777/n03445777_12325.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_10693.jpeg,n03445777,n03445777,n03445777,n01440764
train/n03445777/n03445777_3529.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_8394.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_14243.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_1986.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_5217.jpeg,n03445777,n03445777,n03445777,n03417042
train/n03445777/n03445777_4966.jpeg,n03445777,n03445777,n03445777,n03000684
train/n03445777/n03445777_2634.jpeg,n03445777,n03445777,n03445777,n03417042
train/n03445777/n03445777_6759.jpeg,n03445777,n03445777,n03445777,n03394916
train/n03445777/ILSVRC2012_val_00016748.jpeg,n03445777,n03445777,n03445777,n03000684
train/n03445777/n03445777_9993.jpeg,n03445777,n03445777,n03445777,n03425413
train/n03445777/n03445777_398.jpeg,n03445777,n03445777,n03445777,n03888257
train/n03445777/n03445777_5097.jpeg,n03445777,n03445777,n03445777,n03888257
train/n03445777/n03445777_3995.jpeg,n03445777,n03445777,n03000684,n03445777
train/n03445777/n03445777_4708.jpeg,n03445777,n03000684,n03445777,n03445777
train/n03445777/n03445777_2776.jpeg,n03445777,n03445777,n03445777,n03425413
train/n03445777/n03445777_2468.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_2133.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_1547.jpeg,n03445777,n03445777,n03445777,n02102040
train/n03445777/n03445777_9199.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_6548.jpeg,n03445777,n03445777,n03445777,n03000684
train/n03445777/n03445777_12796.jpeg,n03445777,n03445777,n03445777,n02979186
train/n03445777/n03445777_5504.jpeg,n03445777,n03445777,n03445777,n03000684
train/n03445777/n03445777_7146.jpeg,n03445777,n03445777,n02979186,n03445777
train/n03445777/n03445777_2158.jpeg,n03445777,n03445777,n03394916,n03445777
train/n03445777/n03445777_9688.jpeg,n03445777,n03445777,n03445777,n03000684
train/n03445777/n03445777_453.jpeg,n03445777,n03445777,n03445777,n03028079
train/n03445777/n03445777_1334.jpeg,n03445777,n03445777,n02102040,n03425413
train/n03445777/n03445777_9436.jpeg,n03445777,n03445777,n03445777,n03888257
train/n03445777/n03445777_16166.jpeg,n03445777,n03445777,n03445777,n03445777
train/n03445777/n03445777_4123.jpeg,n01440764,n03445777,n03425413,n03445777
train/n03425413/n03425413_13746.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21058.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_7995.jpeg,n03425413,n03425413,n03425413,n03417042
train/n03425413/n03425413_21315.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/ILSVRC2012_val_00031186.jpeg,n03425413,n03425413,n03425413,n01440764
train/n03425413/n03425413_7416.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_14793.jpeg,n03425413,n03425413,n03425413,n03888257
train/n03425413/n03425413_13066.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_20186.jpeg,n03425413,n03425413,n02979186,n03425413
train/n03425413/n03425413_6978.jpeg,n03425413,n03425413,n03425413,n03888257
train/n03425413/ILSVRC2012_val_00045559.jpeg,n03425413,n03425413,n03445777,n03394916
train/n03425413/n03425413_10513.jpeg,n03425413,n03425413,n03394916,n03425413
train/n03425413/n03425413_21137.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_3083.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_14957.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_30164.jpeg,n03425413,n03425413,n03425413,n03028079
train/n03425413/n03425413_15569.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21278.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_8863.jpeg,n03425413,n03425413,n03425413,n03000684
train/n03425413/n03425413_1477.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_8004.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_30579.jpeg,n03425413,n03445777,n03394916,n03425413
train/n03425413/n03425413_14415.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_29349.jpeg,n03425413,n03425413,n03425413,n02102040
train/n03425413/n03425413_22343.jpeg,n03425413,n03425413,n03425413,n01440764
train/n03425413/n03425413_15479.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_10118.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_16458.jpeg,n03425413,n03425413,n03425413,n03028079
train/n03425413/n03425413_3594.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21147.jpeg,n03425413,n03425413,n03425413,n03028079
train/n03425413/n03425413_7886.jpeg,n03425413,n03425413,n03445777,n02102040
train/n03425413/n03425413_1214.jpeg,n03425413,n03425413,n03425413,n03028079
train/n03425413/n03425413_748.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_16516.jpeg,n03425413,n03425413,n03888257,n02979186
train/n03425413/n03425413_15434.jpeg,n03425413,n03425413,n03028079,n01440764
train/n03425413/n03425413_15497.jpeg,n03425413,n03425413,n03425413,n03028079
train/n03425413/n03425413_2055.jpeg,n03425413,n03425413,n03425413,n03000684
train/n03425413/n03425413_20713.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_7203.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_4619.jpeg,n03425413,n03425413,n03445777,n03000684
train/n03425413/n03425413_16437.jpeg,n03425413,n03425413,n03425413,n03394916
train/n03425413/n03425413_18918.jpeg,n03425413,n03425413,n03888257,n01440764
train/n03425413/n03425413_7985.jpeg,n03425413,n03425413,n03417042,n03417042
train/n03425413/n03425413_5574.jpeg,n03425413,n03425413,n01440764,n03028079
train/n03425413/n03425413_14783.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_12743.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_19225.jpeg,n03425413,n03425413,n02979186,n03394916
train/n03425413/n03425413_20823.jpeg,n03425413,n03425413,n03394916,n02102040
train/n03425413/n03425413_13068.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_14669.jpeg,n03425413,n03425413,n03425413,n03000684
train/n03425413/n03425413_14445.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_10719.jpeg,n03425413,n03425413,n03425413,n03000684
train/n03425413/n03425413_21657.jpeg,n03425413,n03425413,n03425413,n01440764
train/n03425413/n03425413_287.jpeg,n03425413,n03425413,n03425413,n03000684
train/n03425413/n03425413_8078.jpeg,n03425413,n03425413,n03000684,n03425413
train/n03425413/n03425413_16659.jpeg,n03425413,n03425413,n03425413,n02102040
train/n03425413/n03425413_15379.jpeg,n03425413,n03425413,n03888257,n02979186
train/n03425413/ILSVRC2012_val_00033364.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_2423.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_10844.jpeg,n03425413,n03425413,n03028079,n03445777
train/n03425413/n03425413_12869.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_14437.jpeg,n03425413,n03425413,n03425413,n03028079
train/n03425413/n03425413_17395.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_14238.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_789.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_8924.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_29973.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21225.jpeg,n03425413,n03425413,n03028079,n03425413
train/n03425413/n03425413_20894.jpeg,n01440764,n03425413,n03425413,n03425413
train/n03425413/n03425413_2358.jpeg,n03425413,n03425413,n03425413,n03888257
train/n03425413/n03425413_14147.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21045.jpeg,n03425413,n03425413,n03028079,n03000684
train/n03425413/n03425413_1296.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21579.jpeg,n03425413,n03425413,n03425413,n03000684
train/n03425413/n03425413_11054.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_31464.jpeg,n03425413,n02102040,n01440764,n03425413
train/n03425413/n03425413_7944.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_4695.jpeg,n03425413,n03425413,n03888257,n03394916
train/n03425413/n03425413_12915.jpeg,n03425413,n03425413,n02102040,n03425413
train/n03425413/n03425413_21846.jpeg,n03425413,n03425413,n03425413,n03888257
train/n03425413/n03425413_21757.jpeg,n03425413,n03425413,n03425413,n03000684
train/n03425413/n03425413_19039.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_13298.jpeg,n03425413,n03425413,n03417042,n03425413
train/n03425413/n03425413_16783.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_15345.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_18387.jpeg,n03425413,n03425413,n03028079,n03445777
train/n03425413/n03425413_19683.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21894.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_6994.jpeg,n03425413,n03425413,n03425413,n03417042
train/n03425413/n03425413_15026.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_1986.jpeg,n03425413,n03425413,n03425413,n01440764
train/n03425413/n03425413_24914.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_29944.jpeg,n03425413,n03425413,n03000684,n03417042
train/n03425413/n03425413_11464.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_1916.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_15278.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_13203.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_24019.jpeg,n03425413,n03425413,n03425413,n01440764
train/n03425413/n03425413_13603.jpeg,n03425413,n03425413,n03888257,n03425413
train/n03425413/n03425413_14069.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_20946.jpeg,n03425413,n03425413,n03417042,n03417042
train/n03425413/n03425413_14778.jpeg,n03425413,n03425413,n01440764,n01440764
train/n03425413/n03425413_1804.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_12098.jpeg,n03425413,n03425413,n03425413,n02979186
train/n03425413/n03425413_7518.jpeg,n03425413,n03425413,n03425413,n01440764
train/n03425413/n03425413_3493.jpeg,n03425413,n03425413,n01440764,n03425413
train/n03425413/n03425413_14874.jpeg,n03425413,n03425413,n03028079,n03417042
train/n03425413/n03425413_14353.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_17833.jpeg,n03425413,n03425413,n02979186,n02979186
train/n03425413/n03425413_15075.jpeg,n03425413,n03425413,n03425413,n03417042
train/n03425413/n03425413_2285.jpeg,n03425413,n03425413,n03888257,n03425413
train/n03425413/n03425413_27325.jpeg,n03425413,n03425413,n03425413,n01440764
train/n03425413/n03425413_18634.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_16417.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_22019.jpeg,n03425413,n03425413,n03425413,n03417042
train/n03425413/ILSVRC2012_val_00029203.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_13158.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_14033.jpeg,n03425413,n03425413,n03425413,n03417042
train/n03425413/n03425413_21476.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/ILSVRC2012_val_00015654.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_499.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21513.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_16847.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/ILSVRC2012_val_00002498.jpeg,n03425413,n03425413,n03425413,n03417042
train/n03425413/n03425413_1355.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/ILSVRC2012_val_00045944.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_24338.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_16013.jpeg,n03425413,n03425413,n03425413,n03000684
train/n03425413/n03425413_7175.jpeg,n03425413,n03425413,n03425413,n03888257
train/n03425413/n03425413_14433.jpeg,n03425413,n03425413,n02102040,n02102040
train/n03425413/n03425413_19058.jpeg,n03425413,n03425413,n03425413,n03028079
train/n03425413/n03425413_2166.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_17067.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_11327.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_26127.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_8313.jpeg,n03425413,n01440764,n03425413,n03445777
train/n03425413/ILSVRC2012_val_00002049.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21714.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_956.jpeg,n03425413,n03425413,n03888257,n03425413
train/n03425413/n03425413_16133.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_20778.jpeg,n03425413,n03425413,n03425413,n03394916
train/n03425413/n03425413_13668.jpeg,n03425413,n03425413,n03417042,n03445777
train/n03425413/n03425413_1985.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_14508.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_13183.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_2009.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/ILSVRC2012_val_00035913.jpeg,n03425413,n03425413,n03888257,n03445777
train/n03425413/n03425413_17745.jpeg,n03425413,n03425413,n02102040,n03445777
train/n03425413/n03425413_10424.jpeg,n03425413,n03425413,n02102040,n03425413
train/n03425413/n03425413_14197.jpeg,n03000684,n03425413,n03425413,n03425413
train/n03425413/n03425413_10387.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_13473.jpeg,n03425413,n03425413,n03425413,n03028079
train/n03425413/ILSVRC2012_val_00005996.jpeg,n03425413,n03425413,n02979186,n03425413
train/n03425413/n03425413_17926.jpeg,n03425413,n03425413,n03425413,n03888257
train/n03425413/n03425413_16749.jpeg,n03425413,n03028079,n03425413,n03425413
train/n03425413/n03425413_9843.jpeg,n03425413,n03425413,n03425413,n03028079
train/n03425413/n03425413_13845.jpeg,n03425413,n03425413,n03425413,n03445777
train/n03425413/n03425413_20277.jpeg,n03425413,n03028079,n03425413,n03000684
train/n03425413/n03425413_14376.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_14983.jpeg,n03425413,n03425413,n03888257,n03445777
train/n03425413/n03425413_11944.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_8444.jpeg,n03425413,n03425413,n01440764,n03394916
train/n03425413/n03425413_2594.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/ILSVRC2012_val_00048977.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_21288.jpeg,n03425413,n03425413,n03000684,n03425413
train/n03425413/n03425413_2354.jpeg,n03425413,n03425413,n03425413,n03425413
train/n03425413/n03425413_7694.jpeg,n03425413,n03425413,n03425413,n03425413
